,job,education,housing,loan,y
10159,no,no,yes,no,0

10160,yes,yes,no,no,0

10161,yes,no,yes,yes,0

10162,yes,yes,yes,no,0

10163,yes,no,no,no,0

10164,yes,no,no,yes,0

10165,no,no,yes,no,0

10166,yes,no,no,no,0

10167,no,no,yes,no,0

10168,no,yes,yes,no,1

10169,yes,yes,no,no,0

10170,no,yes,no,no,1

10171,no,no,no,no,0

10172,yes,no,yes,no,0

10173,yes,no,yes,no,0

10174,no,yes,no,no,1

10175,no,no,no,no,1

10176,yes,no,no,yes,0

10177,yes,yes,yes,no,0

10178,yes,no,no,yes,0

10179,yes,yes,yes,yes,0

10180,yes,no,no,no,0

10181,yes,no,no,no,0

10182,yes,no,yes,yes,0

10183,yes,yes,no,no,0

10184,yes,yes,no,no,0

10185,no,yes,no,no,0

10186,yes,no,yes,no,0

10187,yes,no,yes,no,1

10188,yes,no,yes,no,0

10189,yes,yes,no,no,0

10190,no,yes,yes,no,1

10191,yes,yes,yes,no,1

10192,yes,no,no,yes,0

10193,no,no,yes,no,0

10194,yes,no,yes,no,0

10195,yes,no,no,yes,0

10196,yes,yes,no,no,0

10197,yes,yes,no,no,0

10198,yes,no,yes,yes,0

10199,no,no,no,no,0

10200,yes,no,yes,no,1

10201,yes,yes,no,no,1

10202,yes,no,yes,no,0

10203,yes,no,yes,no,0

10204,no,no,yes,no,0

10205,yes,no,no,no,0

10206,yes,yes,no,no,0

10207,yes,yes,yes,no,0

10208,no,no,yes,yes,0

10209,yes,yes,no,no,0

10210,yes,no,yes,no,0

10211,yes,no,no,no,0

10212,yes,no,yes,no,0

10213,yes,yes,yes,no,0

10214,yes,no,yes,no,0

10215,yes,yes,no,no,0

10216,yes,no,yes,no,0

10217,yes,yes,yes,yes,0

10218,yes,no,yes,no,0

10219,no,yes,yes,no,1

10220,no,no,yes,yes,0

10221,no,no,yes,no,0

10222,yes,no,yes,no,1

10223,yes,no,yes,no,0

10224,yes,no,yes,no,0

10225,yes,no,yes,no,0

10226,no,yes,no,no,0

10227,yes,yes,no,no,0

10228,yes,yes,no,no,0

10229,yes,no,yes,no,0

10230,yes,no,no,no,0

10231,no,no,no,no,1

10232,yes,no,yes,no,0

10233,yes,yes,yes,no,0

10234,yes,no,no,no,0

10235,yes,yes,yes,no,0

10236,yes,yes,no,no,0

10237,yes,yes,yes,no,0

10238,yes,yes,yes,no,0

10239,yes,no,no,no,0

10240,yes,no,yes,no,0

10241,yes,no,yes,no,0

10242,no,no,yes,no,0

10243,yes,yes,yes,no,0

10244,yes,no,no,no,0

10245,yes,no,yes,no,0

10246,yes,yes,yes,no,0

10247,yes,no,no,no,0

10248,yes,no,yes,no,0

10249,yes,yes,yes,no,0

10250,yes,yes,yes,yes,0

10251,yes,yes,no,no,0

10252,yes,yes,yes,no,0

10253,yes,no,no,no,0

10254,yes,yes,no,no,0

10255,yes,yes,no,no,0

10256,yes,no,yes,no,0

10257,yes,yes,no,no,1

10258,yes,no,yes,no,1

10259,yes,no,yes,yes,1

10260,yes,no,no,no,0

10261,yes,yes,yes,no,1

10262,no,no,no,no,1

10263,no,yes,yes,yes,0

10264,no,no,yes,no,0

10265,no,yes,no,no,1

10266,yes,no,yes,yes,0

10267,yes,no,no,yes,0

10268,no,yes,yes,yes,0

10269,yes,no,yes,no,0

10270,yes,yes,no,no,0

10271,no,no,yes,no,0

10272,no,no,no,no,0

10273,yes,yes,no,no,0

10274,yes,no,yes,no,0

10275,yes,yes,yes,yes,0

10276,yes,yes,yes,no,0

10277,yes,no,no,no,0

10278,no,no,yes,no,0

10279,yes,yes,yes,no,0

10280,yes,no,yes,no,0

10281,yes,no,yes,no,0

10282,no,no,no,no,1

10283,yes,no,yes,no,0

10284,yes,no,yes,no,0

10285,yes,yes,yes,no,0

10286,yes,no,yes,no,0

10287,no,yes,no,yes,0

10288,yes,yes,no,yes,0

10289,yes,yes,yes,no,1

10290,yes,no,yes,no,0

10291,yes,yes,yes,no,0

10292,yes,yes,yes,yes,0

10293,yes,no,yes,no,0

10294,yes,no,no,no,0

10295,yes,no,no,yes,0

10296,yes,no,no,no,0

10297,yes,yes,no,no,0

10298,yes,yes,yes,no,0

10299,yes,yes,yes,no,0

10300,yes,yes,no,no,0

10301,yes,yes,no,no,0

10302,yes,no,yes,no,0

10303,no,yes,yes,no,0

10304,no,yes,yes,no,1

10305,yes,no,yes,no,0

10306,yes,yes,yes,no,0

10307,no,yes,no,no,0

10308,no,yes,yes,no,0

10309,yes,no,no,yes,0

10310,yes,no,yes,no,0

10311,yes,no,yes,no,0

10312,yes,yes,yes,yes,0

10313,yes,no,yes,no,0

10314,yes,no,yes,no,0

10315,no,yes,no,yes,1

10316,yes,yes,yes,yes,0

10317,yes,no,yes,no,0

10318,yes,yes,yes,no,0

10319,yes,yes,no,no,0

10320,yes,yes,yes,no,0

10321,yes,no,no,yes,0

10322,yes,yes,yes,no,0

10323,yes,no,yes,no,0

10324,yes,no,yes,no,0

10325,yes,yes,no,no,0

10326,yes,no,no,no,0

10327,no,yes,yes,no,0

10328,yes,no,no,no,0

10329,yes,yes,no,no,0

10330,yes,no,yes,no,0

10331,yes,yes,no,no,0

10332,no,no,no,no,0

10333,yes,yes,yes,no,0

10334,yes,yes,no,no,0

10335,yes,no,no,no,0

10336,yes,no,yes,no,0

10337,yes,no,no,no,0

10338,yes,yes,yes,no,0

10339,yes,no,no,yes,0

10340,yes,yes,no,no,0

10341,yes,no,no,no,0

10342,no,no,no,no,0

10343,yes,no,yes,yes,0

10344,yes,yes,no,no,0

10345,yes,no,no,yes,0

10346,yes,yes,yes,no,0

10347,yes,no,no,yes,0

10348,yes,no,yes,yes,0

10349,no,no,yes,no,1

10350,yes,no,yes,no,0

10351,yes,no,no,no,0

10352,yes,no,no,no,0

10353,no,yes,no,no,1

10354,yes,no,no,no,0

10355,yes,no,yes,no,0

10356,yes,no,yes,no,0

10357,yes,yes,no,no,1

10358,no,yes,yes,yes,0

10359,no,no,yes,no,0

10360,yes,yes,yes,no,0

10361,yes,yes,yes,no,0

10362,yes,yes,no,no,0

10363,yes,no,no,no,0

10364,yes,no,no,yes,1

10365,yes,yes,no,no,0

10366,yes,yes,no,yes,0

10367,yes,yes,no,no,0

10368,no,no,yes,no,0

10369,yes,no,no,no,0

10370,yes,no,no,yes,0

10371,no,no,yes,yes,0

10372,yes,no,yes,no,1

10373,yes,no,yes,no,0

10374,no,no,no,no,0

10375,yes,yes,yes,no,1

10376,yes,no,yes,no,0

10377,yes,no,yes,no,0

10378,yes,no,yes,no,0

10379,yes,yes,no,no,0

10380,yes,yes,no,no,0

10381,no,yes,yes,no,0

10382,yes,yes,yes,no,0

10383,yes,no,yes,no,0

10384,yes,yes,yes,no,0

10385,yes,no,yes,no,0

10386,yes,no,yes,yes,0

10387,yes,yes,yes,no,0

10388,yes,yes,no,no,0

10389,yes,no,yes,yes,0

10390,yes,no,no,no,0

10391,yes,yes,yes,no,0

10392,yes,no,no,no,0

10393,yes,no,yes,no,0

10394,no,yes,yes,no,0

10395,yes,no,no,no,0

10396,yes,yes,yes,no,0

10397,yes,yes,yes,no,0

10398,no,yes,no,no,0

10399,yes,yes,yes,no,0

10400,yes,no,no,no,0

10401,yes,no,yes,no,0

10402,yes,yes,yes,no,0

10403,yes,yes,no,no,0

10404,no,no,no,no,0

10405,yes,yes,no,yes,0

10406,yes,no,yes,yes,0

10407,yes,yes,no,yes,0

10408,yes,yes,no,no,0

10409,yes,no,no,yes,1

10410,yes,yes,no,no,0

10411,yes,no,yes,no,0

10412,no,yes,yes,yes,0

10413,yes,no,yes,yes,0

10414,no,yes,yes,no,0

10415,yes,no,no,no,0

10416,yes,yes,no,no,0

10417,yes,yes,yes,no,0

10418,no,no,no,no,0

10419,yes,yes,yes,no,1

10420,yes,yes,no,no,0

10421,yes,no,yes,no,0

10422,yes,yes,yes,no,0

10423,yes,yes,yes,no,0

10424,yes,yes,no,no,0

10425,yes,no,yes,no,0

10426,yes,yes,no,no,0

10427,yes,yes,yes,no,0

10428,yes,no,no,no,0

10429,yes,no,yes,yes,0

10430,yes,yes,yes,no,0

10431,yes,no,no,no,1

10432,yes,yes,no,yes,0

10433,yes,no,no,yes,0

10434,yes,no,yes,no,0

10435,yes,yes,yes,no,0

10436,yes,no,yes,no,0

10437,yes,yes,no,no,0

10438,yes,no,no,yes,0

10439,yes,no,yes,no,0

10440,yes,no,no,no,0

10441,yes,no,yes,no,0

10442,yes,yes,no,no,0

10443,yes,no,no,no,0

10444,no,yes,yes,no,0

10445,yes,no,yes,no,0

10446,yes,no,no,no,0

10447,yes,yes,no,no,0

10448,yes,yes,yes,no,0

10449,no,no,yes,no,0

10450,no,no,no,no,0

10451,yes,no,no,no,0

10452,yes,yes,no,no,0

10453,yes,yes,no,no,0

10454,yes,yes,no,yes,0

10455,no,no,no,no,0

10456,yes,no,no,no,0

10457,yes,no,no,no,0

10458,yes,yes,no,no,0

10459,yes,yes,yes,yes,0

10460,yes,no,yes,no,0

10461,yes,yes,yes,yes,0

10462,yes,no,no,no,0

10463,yes,yes,no,no,0

10464,yes,no,no,yes,0

10465,yes,no,yes,no,0

10466,no,no,no,no,0

10467,yes,yes,yes,no,0

10468,yes,no,yes,no,0

10469,yes,no,no,no,0

10470,yes,no,yes,yes,0

10471,yes,yes,yes,no,1

10472,yes,yes,no,no,0

10473,yes,no,yes,no,0

10474,yes,yes,yes,no,0

10475,yes,yes,yes,no,0

10476,yes,yes,yes,no,1

10477,yes,no,no,no,0

10478,no,yes,no,yes,0

10479,no,no,no,no,0

10480,yes,no,yes,no,0

10481,yes,no,yes,no,0

10482,no,yes,no,yes,0

10483,yes,no,yes,yes,0

10484,no,no,no,no,0

10485,yes,no,yes,no,0

10486,yes,no,yes,yes,0

10487,yes,no,yes,no,1

10488,yes,yes,yes,no,1

10489,yes,no,yes,yes,0

10490,yes,no,yes,no,0

10491,yes,yes,no,no,0

10492,yes,no,yes,no,0

10493,yes,yes,no,no,0

10494,no,no,yes,no,0

10495,yes,yes,yes,no,0

10496,yes,yes,no,no,0

10497,yes,no,yes,no,0

10498,yes,no,no,no,0

10499,yes,yes,yes,yes,0

10500,yes,yes,yes,no,0

10501,yes,no,yes,no,0

10502,yes,no,yes,no,0

10503,yes,yes,yes,no,0

10504,yes,no,yes,no,0

10505,yes,no,no,no,0

10506,no,no,no,no,1

10507,yes,no,no,no,0

10508,yes,yes,no,no,0

10509,yes,yes,no,no,0

10510,yes,no,yes,no,1

10511,yes,no,no,no,1

10512,yes,no,yes,no,0

10513,yes,yes,yes,no,0

10514,no,no,no,no,0

10515,yes,yes,no,no,0

10516,yes,yes,no,no,1

10517,no,yes,yes,no,0

10518,yes,yes,no,no,1

10519,no,no,no,no,0

10520,no,no,yes,no,0

10521,yes,yes,no,no,0

10522,yes,yes,yes,no,0

10523,yes,no,yes,no,0

10524,yes,yes,no,no,0

10525,yes,no,yes,no,0

10526,no,yes,no,yes,1

10527,yes,yes,yes,no,0

10528,yes,no,no,no,0

10529,yes,yes,no,no,1

10530,yes,yes,yes,no,1

10531,yes,yes,yes,no,0

10532,no,no,yes,yes,0

10533,yes,no,yes,yes,0

10534,yes,no,no,no,0

10535,yes,no,yes,no,0

10536,no,no,no,no,1

10537,yes,no,yes,yes,0

10538,yes,yes,no,no,0

10539,yes,yes,yes,no,1

10540,no,no,no,no,0

10541,yes,yes,yes,no,1

10542,yes,no,no,no,0

10543,yes,no,no,no,0

10544,yes,yes,no,no,0

10545,yes,yes,yes,no,0

10546,yes,no,no,no,0

10547,yes,no,no,no,0

10548,yes,yes,yes,no,0

10549,yes,no,yes,no,0

10550,yes,no,yes,yes,0

10551,yes,no,yes,no,0

10552,yes,no,no,no,0

10553,yes,yes,yes,no,0

10554,yes,yes,no,no,0

10555,yes,yes,no,no,0

10556,yes,no,yes,no,0

10557,yes,no,yes,no,0

10558,yes,no,yes,no,0

10559,yes,no,no,no,1

10560,yes,yes,yes,no,0

10561,yes,yes,no,no,0

10562,yes,yes,no,no,0

10563,yes,no,yes,no,0

10564,yes,no,yes,no,0

10565,yes,no,yes,no,0

10566,no,no,no,no,1

10567,yes,no,no,no,0

10568,no,no,no,no,0

10569,yes,no,yes,no,0

10570,no,no,yes,no,0

10571,no,no,yes,no,0

10572,yes,yes,yes,no,0

10573,yes,no,yes,no,0

10574,yes,yes,yes,yes,0

10575,yes,no,no,no,0

10576,yes,no,no,no,0

10577,yes,no,yes,no,0

10578,yes,yes,no,no,0

10579,yes,yes,no,yes,0

10580,yes,no,no,no,0

10581,yes,yes,yes,no,0

10582,no,no,yes,no,0

10583,yes,no,yes,no,0

10584,yes,no,no,yes,0

10585,yes,yes,no,no,1

10586,yes,no,no,yes,0

10587,yes,no,yes,no,0

10588,no,no,no,no,0

10589,yes,no,yes,yes,0

10590,yes,no,yes,no,0

10591,yes,yes,no,no,0

10592,yes,yes,no,no,0

10593,yes,yes,no,yes,1

10594,yes,no,yes,yes,0

10595,yes,no,yes,yes,0

10596,yes,yes,yes,no,0

10597,yes,yes,no,no,0

10598,yes,no,yes,no,0

10599,no,yes,yes,no,1

10600,yes,yes,no,no,0

10601,yes,yes,no,no,0

10602,yes,no,no,no,0

10603,yes,no,yes,no,0

10604,no,yes,no,no,0

10605,yes,no,yes,no,0

10606,yes,yes,yes,yes,0

10607,yes,no,yes,no,0

10608,yes,no,no,no,0

10609,yes,yes,yes,no,0

10610,yes,no,yes,yes,1

10611,no,no,yes,no,0

10612,yes,yes,yes,no,0

10613,yes,yes,no,no,0

10614,yes,yes,yes,no,0

10615,yes,no,yes,no,0

10616,yes,no,yes,no,0

10617,yes,yes,yes,no,1

10618,yes,yes,yes,no,0

10619,yes,yes,no,yes,0

10620,yes,no,no,no,0

10621,yes,yes,no,yes,1

10622,yes,no,no,no,0

10623,yes,no,no,no,0

10624,yes,no,no,no,0

10625,yes,no,yes,no,0

10626,yes,yes,no,no,0

10627,yes,yes,no,no,0

10628,yes,no,no,no,1

10629,yes,no,no,no,0

10630,yes,yes,yes,no,0

10631,yes,yes,yes,yes,0

10632,yes,no,no,yes,0

10633,no,yes,yes,no,1

10634,no,yes,yes,no,1

10635,yes,no,no,no,0

10636,yes,no,no,no,0

10637,no,no,no,no,0

10638,yes,no,yes,no,0

10639,yes,no,yes,no,0

10640,yes,no,yes,no,0

10641,yes,no,yes,no,0

10642,yes,yes,no,no,0

10643,no,no,yes,no,0

10644,yes,no,yes,no,0

10645,yes,yes,yes,no,0

10646,yes,no,no,no,0

10647,no,yes,no,no,0

10648,yes,no,yes,no,0

10649,yes,yes,yes,yes,0

10650,yes,no,yes,no,0

10651,yes,yes,yes,no,0

10652,yes,yes,no,no,0

10653,yes,yes,no,no,0

10654,yes,no,yes,no,0

10655,yes,yes,no,no,0

10656,yes,yes,yes,yes,0

10657,yes,no,no,no,0

10658,yes,yes,no,no,1

10659,no,no,no,yes,1

10660,yes,no,no,no,0

10661,yes,no,no,no,1

10662,yes,no,yes,no,0

10663,yes,yes,no,no,0

10664,yes,no,yes,no,0

10665,yes,no,no,yes,0

10666,yes,yes,no,no,0

10667,yes,no,no,no,0

10668,yes,yes,yes,no,0

10669,yes,yes,no,no,0

10670,yes,yes,no,yes,0

10671,yes,no,yes,no,0

10672,yes,yes,no,no,0

10673,yes,yes,no,no,0

10674,yes,no,no,no,0

10675,yes,yes,no,no,0

10676,yes,yes,yes,no,0

10677,yes,yes,yes,no,0

10678,yes,yes,no,no,0

10679,yes,yes,yes,no,0

10680,yes,yes,no,no,0

10681,no,no,no,no,0

10682,yes,yes,no,no,0

10683,no,no,yes,no,0

10684,yes,no,no,no,1

10685,no,yes,no,no,1

10686,no,no,yes,no,0

10687,yes,no,yes,no,0

10688,yes,yes,no,no,0

10689,yes,yes,yes,yes,0

10690,no,yes,no,no,0

10691,yes,no,no,no,0

10692,yes,yes,no,no,0

10693,no,no,no,no,0

10694,yes,no,yes,no,0

10695,yes,no,no,no,0

10696,no,no,no,no,0

10697,yes,yes,yes,yes,0

10698,yes,no,no,no,0

10699,yes,yes,no,no,0

10700,yes,yes,yes,no,0

10701,yes,yes,no,no,0

10702,yes,yes,yes,no,1

10703,yes,no,no,no,0

10704,no,no,yes,no,0

10705,yes,yes,no,no,0

10706,yes,yes,yes,yes,0

10707,yes,no,yes,no,0

10708,yes,no,yes,no,0

10709,yes,yes,no,no,0

10710,yes,yes,yes,no,0

10711,yes,no,yes,no,0

10712,no,no,yes,no,0

10713,no,no,no,no,1

10714,yes,no,yes,no,0

10715,no,yes,no,no,1

10716,yes,no,no,no,1

10717,yes,yes,yes,no,0

10718,yes,no,yes,no,0

10719,yes,yes,yes,yes,1

10720,no,no,yes,yes,0

10721,yes,no,no,no,0

10722,yes,no,yes,no,0

10723,yes,no,no,yes,0

10724,yes,yes,no,no,0

10725,yes,yes,no,no,0

10726,yes,yes,yes,no,0

10727,yes,yes,no,no,0

10728,yes,yes,no,no,0

10729,yes,no,yes,no,0

10730,yes,no,yes,no,0

10731,no,yes,no,no,0

10732,yes,no,yes,no,0

10733,yes,no,no,no,0

10734,yes,no,no,no,0

10735,yes,yes,no,no,0

10736,yes,yes,no,no,0

10737,yes,no,no,no,0

10738,yes,yes,yes,yes,0

10739,yes,yes,no,yes,0

10740,yes,no,no,no,0

10741,no,yes,yes,yes,0

10742,no,yes,yes,yes,0

10743,yes,yes,yes,no,0

10744,yes,no,no,no,0

10745,no,yes,yes,no,0

10746,yes,no,yes,no,0

10747,yes,yes,yes,no,0

10748,yes,yes,yes,no,0

10749,yes,yes,no,no,0

10750,no,no,no,no,0

10751,yes,yes,yes,no,0

10752,yes,yes,no,no,0

10753,no,yes,no,no,0

10754,yes,yes,yes,no,0

10755,yes,no,yes,no,0

10756,yes,yes,no,no,0

10757,yes,no,yes,no,0

10758,yes,no,no,no,1

10759,no,yes,yes,no,0

10760,yes,yes,yes,no,0

10761,yes,yes,yes,no,1

10762,yes,yes,no,no,0

10763,yes,no,yes,yes,0

10764,yes,no,yes,no,0

10765,yes,yes,no,no,1

10766,yes,no,yes,no,0

10767,yes,yes,yes,yes,0

10768,yes,yes,yes,yes,0

10769,yes,no,no,no,0

10770,yes,yes,yes,no,0

10771,yes,yes,no,no,1

10772,yes,yes,yes,no,0

10773,yes,yes,yes,no,0

10774,no,no,yes,yes,0

10775,yes,no,no,no,0

10776,yes,no,no,no,0

10777,yes,yes,yes,no,0

10778,no,no,yes,no,0

10779,yes,no,yes,no,0

10780,yes,no,yes,no,1

10781,yes,no,no,no,0

10782,yes,yes,yes,no,0

10783,yes,yes,yes,no,0

10784,yes,yes,yes,yes,0

10785,yes,yes,no,no,0

10786,yes,no,no,no,0

10787,yes,yes,no,no,0

10788,no,yes,no,no,0

10789,yes,yes,yes,no,0

10790,yes,no,no,no,0

10791,yes,no,yes,no,0

10792,yes,no,yes,no,0

10793,yes,yes,no,no,0

10794,yes,no,no,no,0

10795,yes,no,yes,no,0

10796,yes,no,yes,yes,0

10797,yes,no,no,no,0

10798,yes,yes,no,no,0

10799,no,no,no,yes,0

10800,yes,yes,yes,yes,1

10801,yes,no,no,no,0

10802,yes,no,no,no,0

10803,yes,yes,yes,no,0

10804,yes,yes,no,no,0

10805,yes,no,no,no,0

10806,no,no,yes,no,0

10807,yes,yes,no,no,0

10808,yes,no,yes,yes,0

10809,yes,no,yes,no,0

10810,yes,yes,yes,no,1

10811,yes,yes,no,yes,0

10812,yes,yes,yes,yes,0

10813,yes,no,yes,no,0

10814,yes,yes,no,no,0

10815,yes,yes,no,no,0

10816,yes,yes,yes,no,0

10817,yes,yes,yes,no,0

10818,yes,yes,no,no,0

10819,no,yes,no,no,0

10820,yes,no,no,no,0

10821,no,no,no,no,0

10822,yes,no,yes,no,1

10823,yes,no,no,no,0

10824,yes,no,no,yes,1

10825,yes,no,yes,no,0

10826,yes,yes,no,no,0

10827,yes,no,yes,no,0

10828,yes,no,no,no,0

10829,yes,no,no,no,0

10830,no,no,no,no,0

10831,yes,no,yes,no,0

10832,yes,no,no,no,0

10833,yes,yes,yes,no,0

10834,yes,yes,no,no,0

10835,yes,no,yes,no,0

10836,yes,yes,no,no,0

10837,yes,yes,yes,no,1

10838,yes,no,yes,no,0

10839,yes,no,no,no,0

10840,yes,no,yes,no,0

10841,yes,no,yes,yes,0

10842,yes,yes,yes,no,0

10843,yes,no,no,no,0

10844,yes,yes,yes,no,0

10845,yes,no,no,no,0

10846,yes,no,yes,no,1

10847,no,no,yes,no,0

10848,yes,yes,no,no,0

10849,yes,yes,no,no,0

10850,no,no,no,no,0

10851,no,no,no,no,0

10852,yes,no,yes,no,0

10853,yes,yes,yes,yes,0

10854,yes,no,yes,no,0

10855,yes,yes,yes,no,0

10856,no,no,no,no,0

10857,yes,yes,yes,no,0

10858,yes,no,yes,no,0

10859,yes,yes,yes,no,0

10860,yes,no,no,no,0

10861,yes,yes,yes,no,1

10862,yes,no,no,no,0

10863,yes,yes,no,no,0

10864,yes,yes,yes,no,0

10865,yes,no,no,no,0

10866,yes,no,yes,no,0

10867,yes,yes,no,no,0

10868,yes,yes,yes,no,0

10869,yes,yes,no,yes,0

10870,yes,no,yes,no,0

10871,yes,yes,no,no,0

10872,yes,no,no,no,0

10873,yes,no,no,yes,0

10874,no,no,no,no,0

10875,yes,no,yes,no,0

10876,yes,yes,yes,yes,0

10877,yes,yes,yes,yes,0

10878,yes,yes,no,no,0

10879,yes,yes,no,no,0

10880,yes,yes,no,yes,0

10881,no,yes,no,no,0

10882,yes,no,no,no,0

10883,yes,no,no,no,0

10884,yes,yes,yes,no,1

10885,no,no,yes,no,0

10886,yes,no,yes,no,0

10887,no,no,yes,no,0

10888,yes,yes,no,no,0

10889,no,yes,no,no,1

10890,yes,no,no,no,0

10891,yes,yes,no,no,0

10892,yes,no,no,no,0

10893,yes,yes,no,no,0

10894,yes,no,no,no,0

10895,yes,yes,yes,yes,0

10896,yes,no,no,no,0

10897,yes,no,no,no,0

10898,no,yes,yes,no,0

10899,yes,no,no,no,0

10900,yes,yes,yes,no,1

10901,no,no,yes,no,0

10902,yes,yes,yes,no,0

10903,yes,yes,no,no,0

10904,yes,no,yes,yes,1

10905,no,yes,yes,no,0

10906,yes,no,yes,no,0

10907,no,yes,yes,no,0

10908,yes,yes,no,yes,0

10909,no,yes,no,no,0

10910,no,no,yes,no,0

10911,yes,no,yes,no,0

10912,yes,no,no,no,0

10913,yes,no,no,no,0

10914,yes,yes,yes,no,0

10915,yes,yes,no,yes,1

10916,yes,yes,no,no,0

10917,yes,no,yes,no,0

10918,yes,no,no,no,0

10919,no,no,no,no,0

10920,yes,no,yes,no,0

10921,yes,no,no,no,0

10922,yes,yes,yes,no,0

10923,yes,no,no,no,0

10924,yes,no,no,yes,0

10925,yes,no,no,yes,0

10926,yes,no,no,no,0

10927,yes,no,no,no,0

10928,no,no,yes,yes,0

10929,yes,yes,no,no,0

10930,yes,yes,no,no,0

10931,yes,yes,no,no,0

10932,yes,yes,no,no,0

10933,yes,no,no,yes,0

10934,yes,yes,yes,no,0

10935,yes,no,yes,no,0

10936,yes,no,yes,no,0

10937,yes,no,yes,no,0

10938,yes,yes,yes,no,0

10939,yes,no,yes,no,0

10940,yes,no,no,no,0

10941,yes,no,no,no,0

10942,yes,yes,yes,yes,0

10943,no,no,no,no,0

10944,yes,no,no,yes,0

10945,yes,yes,yes,no,0

10946,yes,yes,yes,no,0

10947,no,yes,yes,no,1

10948,yes,no,no,no,0

10949,yes,no,yes,no,0

10950,yes,no,no,no,0

10951,no,yes,no,no,0

10952,yes,no,yes,no,0

10953,yes,yes,yes,no,0

10954,yes,yes,yes,no,0

10955,yes,no,no,no,0

10956,yes,no,no,no,0

10957,no,no,yes,no,0

10958,no,yes,no,no,0

10959,yes,yes,yes,no,0

10960,yes,no,yes,no,0

10961,yes,no,yes,no,0

10962,yes,no,yes,no,0

10963,yes,yes,yes,no,0

10964,yes,no,no,no,0

10965,yes,no,yes,no,0

10966,yes,yes,no,no,1

10967,yes,yes,yes,no,0

10968,no,no,no,no,0

10969,no,yes,no,no,1

10970,yes,no,yes,no,0

10971,yes,yes,yes,no,0

10972,yes,yes,yes,no,0

10973,yes,yes,no,no,1

10974,yes,no,yes,yes,0

10975,yes,no,yes,yes,0

10976,yes,yes,yes,no,0

10977,yes,yes,yes,no,0

10978,yes,no,no,no,0

10979,yes,no,no,no,0

10980,no,yes,no,no,0

10981,yes,no,yes,no,0

10982,yes,yes,no,no,0

10983,yes,no,yes,no,0

10984,yes,yes,no,no,0

10985,no,yes,no,no,0

10986,yes,no,yes,no,0

10987,yes,yes,yes,no,1

10988,no,no,yes,no,0

10989,no,no,yes,no,0

10990,yes,no,no,no,1

10991,yes,yes,yes,no,0

10992,yes,no,no,no,0

10993,no,yes,no,no,0

10994,yes,yes,yes,no,0

10995,yes,no,no,no,0

10996,yes,no,yes,no,0

10997,yes,yes,yes,no,0

10998,yes,yes,yes,no,0

10999,yes,no,yes,no,0

11000,yes,no,no,no,0

11001,yes,no,yes,no,0

11002,yes,yes,no,no,0

11003,yes,yes,yes,no,0

11004,no,no,no,no,0

11005,no,yes,no,no,0

11006,no,yes,yes,no,0

11007,yes,yes,yes,no,0

11008,yes,no,yes,no,0

11009,yes,no,yes,no,1

11010,yes,no,yes,no,1

11011,yes,yes,no,yes,0

11012,yes,no,yes,no,0

11013,yes,no,yes,no,0

11014,no,no,no,no,0

11015,no,no,yes,no,1

11016,yes,no,no,no,0

11017,no,no,no,yes,0

11018,yes,yes,yes,no,0

11019,yes,no,no,no,0

11020,yes,no,yes,yes,0

11021,yes,no,no,no,1

11022,yes,no,yes,no,0

11023,yes,no,no,no,0

11024,yes,yes,yes,yes,0

11025,yes,no,no,no,0

11026,yes,yes,no,no,0

11027,yes,no,yes,no,0

11028,yes,yes,no,no,0

11029,yes,no,yes,yes,1

11030,yes,yes,yes,no,0

11031,yes,no,no,no,0

11032,yes,no,yes,no,0

11033,yes,no,yes,no,0

11034,yes,no,no,yes,0

